paperID,paper title,publish years,authors
2741563630,tensor belief propagation,2017-07-17,andrew wrigley;wee sun lee;nan ye
2741566701,integrating specialized classifiers based on continuous time markov chain,2017-08-01,zhizhong li;dahua lin
2741577003,deep co occurrence feature learning for visual object recognition,2017-07-01,yafang shih;yangming yeh;yenyu lin;mingfang weng;yichang lu;yungyu chuang
2741578623,rankeval an evaluation and analysis framework for learning to rank solutions,2017-08-07,claudio lucchese;cristina ioana muntean;franco maria nardini;raffaele perego;salvatore trani
2741590829,find shoes like these,2017-08-07,hideyuki maeda
2741640127,stochastic constraint programming,2017-08-01,david hemmi
2741645903,what is around the camera,2017-10-01,stamatios georgoulis;konstantinos rematas;tobias ritschel;mario fritz;tinne tuytelaars;luc van gool
2741680176,integrating deep linguistic features in factuality prediction over unified datasets,2017-01-01,gabriel stanovsky;judith ecklekohler;yevgeniy puzikov;ido dagan;iryna gurevych
2741750617,iterative entity alignment via joint knowledge embeddings,2017-08-01,hao zhu;ruobing xie;zhiyuan liu;maosong sun
2741768657,photographic image synthesis with cascaded refinement networks,2017-10-01,qifeng chen;vladlen koltun
2741775782,end to end non factoid question answering with an interactive visualization of neural attention weights,2017-01-01,andreas ruckle;iryna gurevych
2741787148,dynamic data selection for neural machine translation,2017-01-01,marlies van der wees;arianna bisazza;christof monz
2741799873,beyond universal saliency personalized saliency prediction with multi task cnn,2017-08-01,yanyu xu;nianyi li;junru wu;jingyi yu;shenghua gao
2741815235,splitnet learning to semantically split deep networks for parameter reduction and model parallelization,2017-07-17,juyong kim;yookoon park;gunhee kim;sung ju hwang
2741903908,video question answering via hierarchical spatio temporal attention networks,2017-08-01,zhou zhao;qifan yang;deng cai;xiaofei he;yueting zhuang
2741905638,overview of special issue,2017-08-02,james allan;nicholas j belkin;paul n bennett;jamie callan;charles l a clarke;fernando diaz;susan t dumais;nicola ferro;donna harman;djoerd hiemstra;ian ruthven;tetsuya sakai;mark d smucker;justin zobel
2741914399,locally linear factorization machines,2017-08-01,chenghao liu;teng zhang;peilin zhao;jun zhou;jianling sun
2742003011,active sentiment domain adaptation,2017-01-01,fangzhao wu;yongfeng huang;jun yan
2742055000,advances in cognitive systems,2011-01-01,will bridewell;alistair isaac
2742069755,3d point cloud registration for localization using a deep neural network auto encoder,2017-07-01,gil elbaz;tamar avraham;anath fischer
2742132707,curriculum learning in reinforcement learning,2017-08-01,sanmit narvekar
2742165006,game engine learning from video,2017-08-19,matthew guzdial;boyang li;mark o riedl
2742272831,embedding based news recommendation for millions of users,2017-08-13,shumpei okura;yukihiro tagami;shingo ono;akira tajima
2742343242,localizing moments in video with natural language,2017-10-01,lisa anne hendricks;oliver wang;eli shechtman;josef sivic;trevor darrell;bryan c russell
2742438537,learning to detect good 3d keypoints,2018-01-01,alessio tonioni;samuele salti;federico tombari;riccardo spezialetti;luigi di stefano
2742448362,automatic spatially aware fashion concept discovery,2017-10-01,xintong han;zuxuan wu;phoenix x huang;xiao zhang;menglong zhu;yuan li;yang zhao;larry s davis
2742468459,3d prnn generating shape primitives with recurrent neural networks,2017-10-01,chuhang zou;ersin yumer;jimei yang;duygu ceylan;derek hoiem
2742479045,temporal generative adversarial nets with singular value clipping,2017-10-01,masaki saito;eiichi matsumoto;shunta saito
2742503211,weisfeiler lehman neural machine for link prediction,2017-08-13,muhan zhang;yixin chen
2742520564,long short term memory kalman filters recurrent neural estimators for pose regularization,2017-10-01,huseyin coskun;felix achilles;robert s dipietro;nassir navab;federico tombari
2742542169,statistical emerging pattern mining with multiple testing correction,2017-08-13,junpei komiyama;masakazu ishihata;hiroki arimura;takashi nishibayashi;shinichi minato
2742556866,ranking saliency,2017-09-01,lihe zhang;chuanr yang;huchuan lu;xiang ruan;minghsuan yang
2742591084,interpreting cnn knowledge via an explanatory graph,2018-02-07,quanshi zhang;ruiming cao;feng shi;ying nian wu;songchun zhu
2742605348,video frame interpolation via adaptive separable convolution,2017-10-01,simon niklaus;long mai;feng liu
2742645573,multiresolution kernel approximation for gaussian process regression,2017-01-01,yi ding;risi kondor;jonathan eskreiswinkler
2742679586,internet device graphs,2017-08-13,matthew l malloy;paul barford;enis ceyhun alp;jonathan koller;adria jewell
2742737904,learning feature pyramids for human pose estimation,2017-10-01,wei yang;shuang li;wanli ouyang;hongsheng li;xiaogang wang
2742764018,what actions are needed for understanding human actions in videos,2017-10-01,gunnar a sigurdsson;olga russakovsky;abhinav gupta
2742797692,estimating treatment effect in the wild via differentiated confounder balancing,2017-08-13,kun kuang;peng cui;bo li;meng jiang;shiqiang yang
2742861615,reader aware multi document summarization an enhanced model and the first dataset,2017-01-01,piji li;lidong bing;wai lam
2742912327,privacy preserving distributed multi task learning with asynchronous updates,2017-08-13,liyang xie;inci m baytas;kaixiang lin;jiayu zhou
2743061314,tripoles a new class of relationships in time series data,2017-08-13,saurabh agrawal;gowtham atluri;anuj karpatne;william haltom;stefan liess;snigdhansu chatterjee;vipin kumar
2743064714,industrial machine learning,2017-08-13,josh bloom
2743102907,set2model networks learning discriminatively to learn generative models,2017-10-01,andrey kuzmin;alexander vakhitov;victor s lempitsky
2743104969,metapath2vec scalable representation learning for heterogeneous networks,2017-08-13,yuxiao dong;nitesh v chawla;ananthram swami
2743233891,eld net an efficient deep learning architecture for accurate saliency detection,2018-07-01,gayoung lee;yuwing tai;junmo kim
2743289629,bridging collaborative filtering and semi supervised learning a neural approach for poi recommendation,2017-08-13,carl yang;lanxiao bai;chao zhang;quan yuan;jiawei han
2743388417,dsod learning deeply supervised object detectors from scratch,2017-10-01,zhiqiang shen;zhuang liu;jianguo li;yugang jiang;yurong chen;xiangyang xue
2743489687,fora simple and effective approximate single source personalized pagerank,2017-08-13,sibo wang;renchi yang;xiaokui xiao;zhewei wei;yin yang
2743507428,phrase localization and visual relationship detection with comprehensive image language cues,2017-10-01,bryan a plummer;arun mallya;christopher m cervantes;julia hockenmaier;svetlana lazebnik
2743529218,memnet a persistent memory network for image restoration,2017-10-01,ying tai;jian yang;xiaoming liu;chunyan xu
2743554749,learning object interactions and descriptions for semantic image segmentation,2017-07-01,guangrun wang;ping luo;liang lin;xiaogang wang
2743620784,couplenet coupling global structure with local parts for object detection,2017-10-01,yousong zhu;chaoyang zhao;jinqiao wang;xu zhao;yi wu;hanqing lu
2743640935,structured attentions for visual question answering,2017-10-01,chen zhu;yanpeng zhao;shuaiyi huang;kewei tu;yi ma
2743691986,temporal context network for activity localization in videos,2017-10-01,xiyang dai;bharat singh;guyue zhang;larry s davis;yan qiu chen
2743731382,optimized risk scores,2017-08-13,berk ustun;cynthia rudin
2743918227,jointly attentive spatial temporal pooling networks for video based person re identification,2017-10-01,shuangjie xu;yu cheng;kang gu;yang yang;shiyu chang;pan zhou
2743973307,translating phrases in neural machine translation,2017-01-01,xing wang;zhaopeng tu;deyi xiong;min zhang
2744014255,semantic video cnns through representation warping,2017-10-01,raghudeep gadde;varun jampani;peter v gehler
2744031566,memory augmented neural machine translation,2017-01-01,yang feng;shiyue zhang;andi zhang;dong wang;andrew abel
2744097819,hindroid an intelligent android malware detection system based on structured heterogeneous information network,2017-08-13,shifu hou;yanfang ye;yangqiu song;melih abdulhayoglu
2744113486,deep convolutional feature point descriptors,2015-12-01,edgar simoserra;eduard trulls;luis ferraz;iasonas kokkinos;pascal fua;francesc morenonoguer
2744313481,mining fine grained opinions on closed captions of youtube videos with an attention rnn,2017-01-01,edison marresetaylor;jorge a balazs;yutaka matsuo
2744365997,learning certifiably optimal rule lists,2017-08-13,elaine angelino;nicholas larusstone;daniel alabi;margo i seltzer;cynthia rudin
2744378649,what s fair,2017-08-13,cynthia dwork
2744385491,unsupervised network discovery for brain imaging data,2017-08-13,zilong bai;peter b walker;anna e tschiffely;fei wang;ian davidson
2744575549,let s see your digits anomalous state detection using benford s law,2017-08-13,samuel maurus;claudia plant
2744613561,non local deep features for salient object detection,2017-07-01,zhiming luo;akshaya kumar mishra;andrew achkar;justin a eichel;shaozi li;pierremarc jodoin
2744654263,movie description,2017-05-01,anna rohrbach;atousa torabi;marcus rohrbach;niket tandon;chris pal;hugo larochelle;aaron c courville;bernt schiele
2744654301,lifelong learning with dynamically expandable networks,2018-02-15,jaehong yoon;eunho yang;jeongtae lee;sung ju hwang
2744675562,extreme clicking for efficient object annotation,2017-10-01,dim p papadopoulos;jasper r r uijlings;frank keller;vittorio ferrari
2744765264,multiscale strategies for computing optimal transport,2017-01-01,samuel gerber;mauro maggioni
2744915377,associative domain adaptation,2017-10-01,philip haeusser;thomas frerix;alexander mordvintsev;daniel cremers
2745001864,robust spectral clustering for noisy data modeling sparse corruptions improves latent embeddings,2017-08-13,aleksandar bojchevski;yves matkovic;stephan gunnemann
2745144057,surfacenet an end to end 3d neural network for multiview stereopsis,2017-10-01,mengqi ji;juergen gall;haitian zheng;yebin liu;lu fang
2745166287,query guided regression network with context policy for phrase grounding,2017-10-01,kan chen;rama kovvuri;ram nevatia
2745245738,predicting human activities using stochastic grammar,2017-10-01,siyuan qi;siyuan huang;ping wei;songchun zhu
2745261679,blitznet a real time deep network for scene understanding,2017-10-01,nikita dvornik;konstantin shmelkov;julien mairal;cordelia schmid
2745461083,bottom up and top down attention for image captioning and visual question answering,2018-06-18,peter anderson;xiaodong he;chris buehler;damien teney;mark johnson;stephen gould;lei zhang
2745859534,attentive semantic video generation using captions,2017-10-01,tanya marwah;gaurav mittal;vineeth n balasubramanian
2746080995,distributional semantics in use,2015-09-01,raffaella bernardi;gemma boleda;raquel fernandez;denis paperno
2746428075,gans for biological image synthesis,2017-10-01,anton osokin;anatole chessel;rafael e carazo salas;federico vaggi
2746511605,pragmatic semantics for the web of data,2013-01-01,k s schlobach;w van beek
2746596060,generative hierarchical learning of sparse frame models,2017-07-01,jianwen xie;yifei xu;erik nijkamp;ying nian wu;songchun zhu
2746692960,joint learning of object and action detectors,2017-10-01,vicky kalogeiton;philippe weinzaepfel;vittorio ferrari;cordelia schmid
2746824050,generating visual representations for zero shot classification,2017-10-01,frederic jurie;maxime bucher;stephane herbin
2747148117,vqs linking segmentations to questions and answers for supervised attention in vqa and question focused semantic segmentation,2017-10-01,chuang gan;yandong li;haoxiang li;chen sun;boqing gong
2747199123,object co skeletonization with co segmentation,2017-07-01,koteswar rao jerripothula;jianfei cai;jiangbo lu;junsong yuan
2747206248,evaluating visual conversational agents via cooperative human ai games,2017-09-21,prithvijit chattopadhyay;deshraj yadav;viraj prabhu;arjun chandrasekaran;abhishek das;stefan lee;dhruv batra;devi parikh
2747206364,incremental learning of object detectors without catastrophic forgetting,2017-10-01,konstantin shmelkov;cordelia schmid;karteek alahari
2747264013,neural expectation maximization,2017-01-01,klaus greff;sjoerd van steenkiste;jurgen schmidhuber
2747541555,wassa 2017 shared task on emotion intensity,2017-01-01,saif m mohammad;felipe bravomarquez
2747648373,ssh single stage headless face detector,2017-10-01,mahyar najibi;pouya samangouei;rama chellappa;larry s davis
2747674521,a generic deep architecture for single image reflection removal and image smoothing,2017-10-01,qingnan fan;jiaolong yang;gang hua;baoquan chen;david p wipf
2747768235,segmentation aware convolutional networks using local attention masks,2017-10-01,adam w harley;konstantinos g derpanis;iasonas kokkinos
2747898905,image super resolution via deep recursive residual network,2017-07-01,ying tai;jian yang;xiaoming liu
2748140016,using ranking cnn for age estimation,2017-07-01,shixing chen;caojin zhang;ming dong;jialiang le;mike rao
2748160576,continuous representation of location for geolocation and lexical dialectology using mixture density networks,2017-01-01,afshin rahimi;timothy baldwin;trevor cohn
2748428003,learning efficient convolutional networks through network slimming,2017-10-01,zhuang liu;jianguo li;zhiqiang shen;gao huang;shoumeng yan;changshui zhang
2748496606,lecture notes in artificial intelligence,2012-01-01,matthijs pontier;guy widdershoven;johan f hoorn
2748512037,using locally corresponding cad models for dense 3d reconstructions from a single image,2017-07-01,chen kong;chenhsuan lin;simon lucey
2748606298,finding streams in knowledge graphs to support fact checking,2017-11-01,prashant shiralkar;alessandro flammini;filippo menczer;giovanni luca ciampaglia
2748818695,weighted entropy based quantization for deep neural networks,2017-07-01,eunhyeok park;junwhan ahn;sungjoo yoo
2749130292,learning spread out local feature descriptors,2017-10-01,xu zhang;felix x yu;sanjiv kumar;shihfu chang
2749560817,dynamic time of flight,2017-07-01,michael schober;amit adam;omer yair;shai mazor;sebastian nowozin
2749590927,skip rnn learning to skip state updates in recurrent neural networks,2018-02-15,victor campos;brendan jou;xavier giroinieto;jordi torres;shihfu chang
2749612946,efficient document filtering using vector space topic expansion and pattern mining the case of event detection in microposts,2017-11-06,julia proskurnia;ruslan mavlyutov;carlos castillo;karl aberer;philippe cudremauroux
2749617271,activation maximization generative adversarial nets,2018-02-15,zhiming zhou;han cai;shu rong;yuxuan song;kan ren;weinan zhang;jun wang;yong yu
2749928749,scalable trust region method for deep reinforcement learning using kronecker factored approximation,2017-01-01,yuhuai wu;elman mansimov;roger b grosse;shun liao;jimmy ba
2750020389,recurrent filter learning for visual tracking,2017-10-01,tianyu yang;antoni b chan
2750023899,fine tuning convolutional neural networks for biomedical image analysis actively and incrementally,2017-07-01,zongwei zhou;jae y shin;lei zhang;suryakanth r gurudu;michael b gotway;jianming liang
2750075801,deep cross network for ad click predictions,2017-08-14,ruoxi wang;bin fu;gang fu;mingliang wang
2750543855,joint gap detection and inpainting of line drawings,2017-07-01,kazuma sasaki;satoshi iizuka;edgar simoserra;hiroshi ishikawa
2750549109,representation learning by learning to count,2017-10-01,mehdi noroozi;hamed pirsiavash;paolo favaro
2750606766,self supervised learning of motion capture,2017-01-01,hsiaoyu fish tung;hsiaowei tung;ersin yumer;katerina fragkiadaki
2750620035,human in the loop data integration,2017-08-01,guoliang li
2750647644,two stream flow guided convolutional attention networks for action recognition,2017-10-01,an tran;loongfah cheong
2750668289,on clustering network valued data,2017-01-01,soumendu sundar mukherjee;purnamrita sarkar;lizhen lin
2750671411,deep learning from crowds,2018-02-07,filipe rodrigues;francisco c pereira
2750675958,fisher gan,2017-01-01,youssef mroueh;tom sercu
2750686086,from which world is your graph,2017-01-01,cheng li;felix ming fai wong;zhenming liu;varun kanade
2750699642,dual discriminator generative adversarial nets,2017-01-01,tu dinh nguyen;trung le;hung vu;dinh q phung
2750747353,datastories at semeval 2017 task 4 deep lstm with attention for message level and topic based sentiment analysis,2017-01-01,christos baziotis;nikos pelekis;christos doulkeridis
2750772846,pwc net cnns for optical flow using pyramid warping and cost volume,2018-06-18,deqing sun;xiaodong yang;mingyu liu;jan kautz
2750812801,variable importance using decision trees,2017-01-01,jalil kazemitabar;arash a amini;adam bloniarz;ameet talwalkar
2750814024,dilated recurrent neural networks,2017-01-01,shiyu chang;yang zhang;wei han;mo yu;xiaoxiao guo;wei tan;xiaodong cui;michael j witbrock;mark hasegawajohnson;thomas s huang
2750823225,structured generative adversarial networks,2017-01-01,zhijie deng;hao zhang;xiaodan liang;luona yang;shizhen xu;jun zhu;eric p xing
2750894112,learning graphical state transitions,2017-04-24,daniel johnson
2750902669,dynamic revenue sharing,2017-01-01,santiago r balseiro;max lin;vahab s mirrokni;renato paes leme;iiis song zuo
2750933790,single shot text detector with regional attention,2017-10-01,pan he;weilin huang;tong he;qile zhu;yu qiao;xiaolin li
2751049198,a bayesian data augmentation approach for learning deep models,2017-01-01,toan tran;trung pham;gustavo carneiro;lyle j palmer;ian d reid
2751117407,soft proposal networks for weakly supervised object localization,2017-10-01,yi zhu;yanzhao zhou;qixiang ye;qiang qiu;jianbin jiao
2751118800,z forcing training stochastic recurrent networks,2017-01-01,anirudh goyal;alessandro sordoni;marcalexandre cote;nan ke;yoshua bengio
2751134959,learning to compose domain specific transformations for data augmentation,2017-01-01,alexander ratner;henry r ehrenberg;zeshan hussain;jared dunnmon;christopher re
2751136983,enhancing categorization of computer science research papers using knowledge bases,2017-01-01,shashank gupta;priya radhakrishnan;manish gupta;vasudeva varma;umang gupta
2751222915,balancing information exposure in social networks,2017-01-01,kiran garimella;aristides gionis;nikos parotsidis;nikolaj tatti
2751238863,scalable log determinants for gaussian process kernel learning,2017-01-01,kun dong;david eriksson;hannes nickisch;david bindel;andrew gordon wilson
2751258347,datastories at semeval 2017 task 6 siamese lstm with attention for humorous text comparison,2017-01-01,christos baziotis;nikos pelekis;christos doulkeridis
2751411362,thy friend is my friend iterative collaborative filtering for sparse matrix estimation,2017-01-01,christian borgs;jennifer t chayes;christina e lee;devavrat shah
2751438535,net trim convex pruning of deep neural networks with performance guarantee,2017-01-01,alireza aghasi;afshin abdi;nam p nguyen;justin k romberg
2751465153,on fairness and calibration,2017-01-01,geoff pleiss;manish raghavan;felix wu;jon m kleinberg;kilian q weinberger
2751473119,polar transformer networks,2018-02-15,carlos esteves;christine allenblanchette;xiaowei zhou;kostas daniilidis
2751528152,variational recurrent adversarial deep domain adaptation,2017-04-24,sanjay purushotham;wilka carvalho;tanachat nilanon;yan liu
2751532144,mlog towards declarative in database machine learning,2017-08-01,xupeng li;bin cui;yiru chen;wentao wu;ce zhang
2751534929,concentration of multilinear functions of the ising model with applications to network data,2017-01-01,constantinos daskalakis;nishanth dikkala;gautam kamath
2751580741,ranked tiling,2014-09-15,thanh le van;matthijs van leeuwen;siegfried nijssen;ana carolina fierro;kathleen marchal;luc de raedt
2751600782,distributed trajectory similarity search,2017-08-01,dong xie;feifei li;jeff m phillips
2751645773,consistent robust regression,2017-01-01,kush bhatia;prateek jain;parameswaran kamalaruban;purushottam kar
2751674858,hash embeddings for efficient word representations,2017-01-01,dan tito svenstrup;jonas meinertz hansen;ole winther
2751679934,best response regression,2017-01-01,omer ben porat;moshe tennenholtz
2751689814,fast image processing with fully convolutional networks,2017-10-01,qifeng chen;jia xu;vladlen koltun
2751706698,spherical convolutions and their application in molecular modelling,2017-01-01,wouter boomsma;jes frellsen
2751752546,expectation propagation with stochastic kinetic model in complex interaction systems,2017-01-01,le fang;fan yang;wen dong;tong guan;chunming qiao
2751759593,steerable cnns,2017-04-24,taco s cohen;max welling
2751762827,hcti at semeval 2017 task 1 use convolutional neural network to evaluate semantic textual similarity,2017-01-01,yang shao
2751777443,dynamic routing between capsules,2017-01-01,sara sabour;nicholas frosst;geoffrey e hinton
2751801093,zap q learning,2017-01-01,adithya m devraj;sean r meyn
2751804245,high order attention models for visual question answering,2017-01-01,idan schwartz;alexander g schwing;tamir hazan
2751808960,protein interface prediction using graph convolutional networks,2017-01-01,alex fout;jonathon byrd;basir shariat;asa benhur
2751819164,disguised face identification dfi with facial keypoints using spatial fusion convolutional network,2017-10-01,amarjot singh;devendra patii;g meghana reddy;s n omkar
2751832591,question asking as program generation,2017-01-01,anselm rothe;brenden m lake;todd m gureckis
2751862348,deep hyperspherical learning,2017-01-01,weiyang liu;yanming zhang;xingguo li;zhiding yu;bo dai;tuo zhao;le song
2751875615,context selection for embedding models,2017-01-01,liping liu;francisco j r ruiz;susan athey;david m blei
2751905567,integration methods and optimization algorithms,2017-01-01,damien scieur;vincent roulet;francis r bach;alexandre daspremont
2752012466,adversarial surrogate losses for ordinal regression,2017-01-01,rizal fathony;mohammad ali bashiri;brian d ziebart
2752013927,concrete dropout,2017-01-01,yarin gal;jiri hron;alex kendall
2752172973,a simple but tough to beat baseline for sentence embeddings,2017-04-24,sanjeev arora;yingyu liang;tengyu ma
2752178914,maskrnn instance level video object segmentation,2017-01-01,yuan ting hu;jiabin huang;alexander g schwing
2752225195,gated recurrent convolution neural network for ocr,2017-01-01,jianfeng wang;xiaolin hu
2752379698,cascade residual learning a two stage convolutional neural network for stereo matching,2017-10-01,jiahao pang;wenxiu sun;jimmy s j ren;chengxi yang;qiong yan
2752386593,attentional pooling for action recognition,2017-01-01,rohit girdhar;deva ramanan
2752392984,satirical news detection and analysis using attention mechanism and linguistic features,2017-01-01,fan yang;arjun mukherjee;eduard c dragut
2752393975,similarity forests,2017-08-13,saket sathe;charu c aggarwal
2752400971,fitting low rank tensors in constant time,2017-01-01,kohei hayashi;yuichi yoshida
2752461516,contrastive learning for image captioning,2017-01-01,bo dai;dahua lin
2752470372,non parametric neural networks,2017-01-01,andreas lehrmann;leonid sigal
2752494670,practical hash functions for similarity estimation and dimensionality reduction,2017-01-01,soren dahlgaard;mathias baek tejs knudsen;mikkel thorup
2752514874,domain adaptive deep network compression,2017-10-01,marc masana;joost van de weijer;luis herranz;andrew d bagdanov;jose m alvarez
2752556641,plan attend generate planning for sequence to sequence models,2017-01-01,caglar gulcehre;francis dutil;adam trischler;yoshua bengio
2752558201,local aggregative games,2017-01-01,vikas k garg;tommi s jaakkola
2752576222,seeing bot,2017-08-07,yingwei pan;zhaofan qiu;ting yao;houqiang li;tao mei
2752660961,alice towards understanding adversarial learning for joint distribution matching,2017-01-01,chunyuan li;hao liu;changyou chen;yunchen pu;liqun chen;ricardo henao;lawrence carin
2752674561,learning low dimensional metrics,2017-01-01,blake mason;lalit jain;robert d nowak
2752755019,tutorial blockchains and databases,2017-08-01,c mohan
2752782242,squeeze and excitation networks,2018-06-18,jie hu;li shen;gang sun
2752790450,learning affinity via spatial propagation networks,2017-01-01,sifei liu;shalini de mello;jinwei gu;guangyu zhong;minghsuan yang;jan kautz
2752796333,neural discrete representation learning,2017-01-01,aaron van den oord;oriol vinyals;koray kavukcuoglu
2752810040,gibbsnet iterative adversarial inference for deep graphical models,2017-01-01,alex lamb;r devon hjelm;yaroslav ganin;joseph paul cohen;aaron c courville;yoshua bengio
2752814746,task based end to end model learning in stochastic optimization,2017-01-01,priya l donti;brandon amos;j zico kolter
2752878226,clustering stable instances of euclidean k means,2017-01-01,aravindan vijayaraghavan;abhratanu dutta;alex wang
2752879962,dualing gans,2017-01-01,yujia li;alexander g schwing;kuanchieh wang;richard s zemel
2752960705,neuralfdr learning discovery thresholds from hypothesis features,2017-01-01,fei xia;martin j zhang;james zou;david tse
2752961055,bayesian gans,2017-01-01,yunus saatci;andrew gordon wilson
2752971446,training deep neural networks using a noise adaptation layer,2017-04-24,jacob goldberger;ehud benreuven
2752988282,cross spectral factor analysis,2017-01-01,neil m gallagher;kyle ulrich;austin talbot;kafui dzirasa;lawrence carin;david e carlson
2753034091,recurrent hidden semi markov model,2017-04-24,hanjun dai;bo dai;yanming zhang;shuang li;le song
2753069653,a universal analysis of large scale regularized least squares solutions,2017-01-01,ashkan panahi;babak hassibi
2753089234,nonparametric neural networks,2017-04-24,george philipp;jaime g carbonell
2753093910,cortical microcircuits as gated recurrent neural networks,2017-01-01,rui p costa;ioannis alexandros m assael;brendan shillingford;nando de freitas;tim p vogels
2753111111,cost efficient gradient boosting,2017-01-01,sven peter;ferran diego;fred a hamprecht;boaz nadler
2753141617,convolutional gaussian processes,2017-01-01,mark van der wilk;carl edward rasmussen;james hensman
2753160622,optimization as a model for few shot learning,2017-04-24,sachin ravi;hugo larochelle
2753215597,diverse and accurate image description using a variational auto encoder with an additive gaussian encoding space,2017-01-01,liwei wang;alexander g schwing;svetlana lazebnik
2753222994,online learning with a hint,2017-01-01,ofer dekel;arthur flajolet;nika haghtalab;patrick jaillet
2753355075,ensemble sampling,2017-01-01,xiuyuan lu;benjamin van roy
2753380372,neural variational inference and learning in undirected graphical models,2017-01-01,volodymyr kuleshov;stefano ermon
2753393731,reasoning about fine grained attribute phrases using reference games,2017-10-01,jongchyi su;chenyun wu;huaizu jiang;subhransu maji
2753402466,active learning from peers,2017-01-01,keerthiram murugesan;jaime g carbonell
2753491454,triangle generative adversarial networks,2017-01-01,zhe gan;liqun chen;weiyao wang;yunchen pu;yizhe zhang;hao liu;chunyuan li;lawrence carin
2753603185,learning koopman invariant subspaces for dynamic mode decomposition,2017-01-01,naoya takeishi;yoshinobu kawahara;takehisa yairi
2753622836,maximum margin interval trees,2017-01-01,alexandre drouin;toby dylan hocking;francois laviolette
2753686090,dropoutnet addressing cold start in recommender systems,2017-01-01,maksims volkovs;guang wei yu;tomi poutanen
2753738274,beta vae learning basic visual concepts with a constrained variational framework,2017-04-24,irina higgins;loic matthey;arka pal;christopher p burgess;xavier glorot;matthew m botvinick;shakir mohamed;alexander lerchner
2753778655,deep mean shift priors for image restoration,2017-01-01,siavash arjomand bigdeli;meiguang jin;paolo favaro;matthias zwicker
2753798143,deep sets,2017-01-01,manzil zaheer;satwik kottur;siamak ravanbakhsh;barnabas poczos;ruslan salakhutdinov;alexander j smola
2753845591,counterfactual fairness,2017-01-01,matt j kusner;joshua r loftus;chris russell;ricardo silva
2753876661,perturbative black box variational inference,2017-01-01,robert bamler;cheng zhang;manfred opper;stephan mandt
2753905289,ec3 combining clustering and classification for ensemble learning,2017-11-01,tanmoy chakraborty
2753921001,predicting organic reaction outcomes with weisfeiler lehman network,2017-01-01,wengong jin;connor w coley;regina barzilay;tommi s jaakkola
2754137606,forecasting of commercial sales with large scale gaussian processes,2017-11-01,rodrigo rivera;evgeny burnaev
2754232744,parallelizing linear recurrent neural nets over sequence length,2018-02-15,eric martin;chris cundy
2754261200,memory augmented control networks,2018-02-15,arbaaz khan;clark zhang;nikolay atanasov;konstantinos karydis;vijay kumar;daniel d lee
2754360834,event based visual inertial odometry,2017-07-01,alex zihao zhu;nikolay atanasov;kostas daniilidis
2754443839,wrs waiting room sampling for accurate triangle counting in real graph streams,2017-11-01,kijung shin
2754517384,deep reinforcement learning that matters,2018-02-07,peter henderson;riashat islam;joelle pineau;david meger;doina precup;philip bachman
2754559645,mitigating overexposure in viral marketing,2018-02-07,rediet abebe;lada a adamic;jon m kleinberg
2754586843,disan directional self attention network for rnn cnn free language understanding,2018-02-07,tao shen;tianyi zhou;guodong long;jing jiang;shirui pan;chengqi zhang
2754728134,variational autoencoders for deforming 3d mesh models,2018-06-18,qingyang tan;lin gao;yukun lai;shihong xia
2754925132,gms grid based motion statistics for fast ultra robust feature correspondence,2017-07-01,jiawang bian;wenyan lin;yasuyuki matsushita;saikit yeung;tandat nguyen;mingming cheng
2754927243,stack captioning coarse to fine learning for image captioning,2018-02-07,jiuxiang gu;jianfei cai;gang wang;tsuhan chen
2755002944,improving opinion target extraction with character level word embeddings,2017-01-01,soufian jebbara;philipp cimiano
2755124548,a deep generative framework for paraphrase generation,2018-02-07,ankush gupta;arvind agarwal;prawaan singh;piyush rai
2755126795,learning compact geometric features,2017-10-01,marc khoury;qianyi zhou;vladlen koltun
2755306588,kernel cross correlator,2018-02-07,chen wang;le zhang;lihua xie;junsong yuan
2755655609,ead elastic net attacks to deep neural networks via adversarial examples,2018-02-07,pinyu chen;yash sharma;huan zhang;jinfeng yi;chojui hsieh
2755682739,joint dictionaries for zero shot learning,2018-02-07,soheil kolouri;mohammad rostami;yuri owechko;kyungnam kim
2755686789,spftn a self paced fine tuning network for segmenting objects in weakly labelled videos,2017-07-01,dingwen zhang;le yang;deyu meng;dong xu;junwei han
2755728213,globally normalized reader,2017-01-01,jonathan raiman;john j miller
2755806193,towards neural phrase based machine translation,2018-02-15,posen huang;chong wang;sitao huang;dengyong zhou;li deng
2755876276,sst single stream temporal action proposals,2017-07-01,shyamal buch;victor escorcia;chuanqi shen;bernard ghanem;juan carlos niebles
2755957574,starspace embed all the things,2018-02-07,ledell yu wu;adam fisch;sumit chopra;keith adams;antoine bordes;jason weston
2756050327,towards 3d human pose estimation in the wild a weakly supervised approach,2017-10-01,xingyi zhou;qixing huang;xiao sun;xiangyang xue;yichen wei
2756074168,deep generative filter for motion deblurring,2017-10-01,sainandan ramakrishnan;shubham pachori;aalok gangopadhyay;shanmuganathan raman
2756127328,exploratory learning,2013-09-23,bhavana dalvi;william w cohen;jamie callan
2756166149,the conditional analogy gan swapping fashion articles on people images,2017-10-01,nikolay jetchev;urs bergmann
2756381707,empower sequence labeling with task aware neural language model,2018-02-07,liyuan liu;jingbo shang;frank f xu;xiang ren;huan gui;jian peng;jiawei han
